myoutcomenext,diff_share
0,-0.2723633
1,0.1941003
0,-0.1941003
1,0.0159657
0,-0.0159657
1,0.0001129
0,-0.0001129
0,-0.2766256
1,0.0664869
0,-0.0664869
0,-0.4868957
0,-0.5102509
,0.255556
,-0.255556
,-0.5787403
,-0.6060563
0,0.1772101
0,-0.1772101
0,0.0067007
0,-0.0067007
0,-0.4837248
0,0.0411621
0,-0.0411621
0,-0.5164167
1,0.0551738
0,-0.0551738
1,0.0532753
0,-0.0532753
0,0.1999924
1,-0.1999924
1,0.1244512
0,-0.1244512
1,0.0982109
0,-0.0982109
1,0.1204271
0,-0.1204271
1,0.2779323
0,-0.2779323
1,0.1160787
0,-0.1160787
0,-0.4771985
1,0.1154299
0,-0.1154299
0,-0.5045246
1,0.1223006
0,-0.1223006
0,-0.5146211
1,0.0655035
0,-0.0655035
1,0.3369878
0,-0.3369878
0,-0.6303556
0,-0.6382534
1,0.1118887
0,-0.1118887
0,-0.5330806
0,-0.5403036
0,0.1811168
0,-0.1811168
0,-0.5629289
0,0.0586707
0,-0.0586707
0,-0.511152
1,0.0092974
0,-0.0092974
0,-0.4931082
0,-0.4956875
1,0.0540735
0,-0.0540735
0,-0.5240302
0,-0.5249497
1,0.3929133
0,-0.3929133
0,0.3298567
0,-0.3298567
1,0.0420866
0,-0.0420866
1,0.3135747
0,-0.3135747
1,0.2689801
0,-0.2689801
1,0.432752
0,-0.432752
0,-0.7077245
,0.4396201
,-0.4396201
,-0.7083932
,-0.7088026
,-0.7091666
1,0.2174883
0,-0.2174883
0,-0.5136999
0,-0.553978
0,0.1176281
0,-0.1176281
0,-0.5369177
1,0.1102875
0,-0.1102875
0,-0.4821981
1,0.2071863
0,-0.2071863
0,-0.5947416
1,0.1483352
0,-0.1483352
0,-0.5373423
0,0.3723379
0,-0.3723379
0,-0.6784968
0,0.018111
0,-0.018111
1,0.0333611
0,-0.0333611
0,-0.5054261
0,0.0401362
0,-0.0401362
1,0.0362127
0,-0.0362127
0,0.0191541
0,-0.0191541
0,0.0407918
0,-0.0407918
0,-0.5014281
1,0.1397187
0,-0.1397187
0,-0.5582572
1,0.2616923
0,-0.2616923
1,0.0800359
0,-0.0800359
0,-0.5157839
1,0.2395367
0,-0.2395367
0,-0.5940889
0,-0.6068356
1,0.1672735
0,-0.1672735
1,0.251542
0,-0.251542
1,0.1359277
0,-0.1359277
0,-0.5577738
1,0.407879
0,-0.407879
0,0.0708199
0,-0.0708199
1,0.4471072
0,-0.4471072
0,-0.7062285
1,0.5312459
0,-0.5312459
1,0.4059543
0,-0.4059543
0,-0.6199148
0,-0.6665164
1,0.5064123
0,-0.5064123
0,-0.7307122
0,-0.7394704
1,0.2282809
0,-0.2282809
0,-0.5906143
0,-0.5993842
,0.3919638
,-0.3919638
,-0.6801405
1,0.1230538
0,-0.1230538
0,-0.469521
1,0.0366212
0,-0.0366212
0,-0.5005488
0,-0.5054192
1,0.0737132
0,-0.0737132
0,-0.5197175
0,-0.5276254
1,0.1340926
0,-0.1340926
1,0.0550076
0,-0.0550076
0,0.2385101
0,-0.2385101
1,0.0759575
0,-0.0759575
1,0.1019878
0,-0.1019878
1,0.1702963
0,-0.1702963
1,0.3460447
0,-0.3460447
1,0.1812563
0,-0.1812563
1,0.1263015
0,-0.1263015
0,0.1046542
0,-0.1046542
0,-0.5376987
1,0.0236636
0,-0.0236636
1,0.0243586
0,-0.0243586
0,-0.4877385
0,0.3376303
0,-0.3376303
0,-0.6577396
1,0.0463818
0,-0.0463818
1,0.0073069
0,-0.0073069
0,0.1762328
0,-0.1762328
0,-0.5777082
1,0.0884038
0,-0.0884038
0,-0.540886
1,0.217811
0,-0.217811
0,0.4727738
0,-0.4727738
1,0.0446524
0,-0.0446524
0,-0.5067317
1,0.125269
0,-0.125269
0,-0.2117045
0,-0.4153478
0,-0.4329353
0,-0.43393
0,0.0667289
1,-0.0667289
0,-0.4993606
1,0.061321
0,-0.061321
0,-0.5066286
0,-0.5140287
,0.0149087
,-0.0149087
,-0.4815694
0,0.1749363
1,-0.1749363
1,0.0121908
0,-0.0121908
0,-0.4547739
0,0.2457544
0,-0.2457544
1,0.0213983
0,-0.0213983
0,0.2038288
0,-0.2038288
1,0.2730199
0,-0.2730199
0,-0.6301317
1,0.1366028
0,-0.1366028
0,-0.5619811
1,0.2839566
0,-0.2839566
0,0.1832727
0,-0.1832727
0,-0.5854692
1,0.0389953
0,-0.0389953
0,-0.5110171
1,0.2796621
0,-0.2796621
1,0.2835093
0,-0.2835093
1,0.3301391
0,-0.3301391
0,-0.6583955
1,0.487406
0,-0.487406
1,0.4448887
0,-0.4448887
0,-0.6570324
0,-0.6898667
0,-0.6925421
1,0.3237908
0,-0.3237908
0,-0.5925061
1,0.006968
0,-0.006968
0,-0.4817304
,0.1855408
,-0.1855408
,-0.5630646
,-0.5772767
1,0.1472566
0,-0.1472566
0,-0.522902
0,-0.5539715
1,0.0045067
0,-0.0045067
0,-0.4810161
0,-0.4855263
1,0.0084553
0,-0.0084553
0,-0.4761837
0,-0.4913079
1,0.1020094
0,-0.1020094
0,-0.546802
1,0.0200952
0,-0.0200952
0,0.2290072
0,-0.2290072
1,0.1207553
0,-0.1207553
0,0.0795062
0,-0.0795062
1,0.0541698
0,-0.0541698
0,0.0010651
0,-0.0010651
1,0.0515417
0,-0.0515417
0,-0.4597978
1,0.1324619
0,-0.1324619
1,0.1832368
0,-0.1832368
0,0.1872511
0,-0.1872511
1,0.0036169
0,-0.0036169
1,0.147531
0,-0.147531
1,0.256727
0,-0.256727
0,-0.5875512
0,0.369703
0,-0.369703
1,0.0240608
0,-0.0240608
0,-0.4864955
0,0.2704122
0,-0.2704122
1,0.0941815
0,-0.0941815
0,-0.5005693
0,0.2643505
0,-0.2643505
1,0.2039331
0,-0.2039331
0,0.3002246
0,-0.3002246
0,0.0378509
0,-0.0378509
1,0.1063073
0,-0.1063073
,0.2477804
,-0.2477804
,-0.5620383
1,0.2400829
0,-0.2400829
1,0.1352422
0,-0.1352422
1,0.1141174
0,-0.1141174
0,0.2841864
0,-0.2841864
1,0.0877364
0,-0.0877364
1,0.4273858
0,-0.4273858
0,0.5745558
0,-0.5745558
0,-0.7387347
1,0.0996781
0,-0.0996781
0,-0.4617741
0,-0.497096
0,-0.4986564
0,-0.4991187
0,-0.5011414
1,0.5701844
0,-0.5701844
1,0.3330166
0,-0.3330166
1,0.531296
0,-0.531296
0,-0.7405726
1,0.5465943
0,-0.5465943
1,0.3241928
0,-0.3241928
1,0.02057
0,-0.02057
0,0.0712909
0,-0.0712909
0,-0.403042
1,0.049454
0,-0.049454
0,-0.3689892
0,-0.4096998
1,0.4712471
0,-0.4712471
0,-0.6868087
,0.5239217
,-0.5239217
1,0.1829807
0,-0.1829807
0,-0.5580065
1,0.1435704
0,-0.1435704
1,0.3781344
0,-0.3781344
1,0.3448041
0,-0.3448041
0,-0.6693761
1,0.1116617
0,-0.1116617
0,0.276075
0,-0.276075
0,-0.6317415
1,0.1106061
0,-0.1106061
0,-0.5484101
1,0.3729865
0,-0.3729865
0,-0.6813933
1,0.4873087
0,-0.4873087
1,
1,
1,
1,
1,
1,0.4227931
0,-0.4227931
1,0.2755418
0,-0.2755418
1,
1,0.4977115
0,-0.4977115
1,
1,0.4585908
0,-0.4585908
0,0.5560058
0,-0.5560058
0,0.6545638
1,-0.6545638
0,0.5512325
0,-0.5512325
1,0.0809986
0,-0.0809986
0,-0.4881332
0,-0.4988473
0,-0.5093705
1,
1,0.054813
0,-0.054813
,0.4343742
,-0.4343742
0,0.0283531
1,-0.0283531
1,0.0973417
0,-0.0973417
0,0.0928924
0,-0.0928924
1,0.0385289
0,-0.0385289
0,-0.5154684
1,0.1927211
0,-0.1927211
1,0.2244312
0,-0.2244312
1,
1,
1,0.3558177
0,-0.3558177
1,
1,
1,0.4729224
0,-0.4729224
1,
1,
1,
1,0.4998465
0,-0.4998465
0,-0.6709772
1,0.4567124
0,-0.4567124
1,0.4567111
0,-0.4567111
0,-0.559283
1,0.4526385
0,-0.4526385
1,0.3739464
0,-0.3739464
0,0.3187932
0,-0.3187932
1,0.6050907
0,-0.6050907
1,
1,0.220348
0,-0.220348
0,-0.3735307
1,0.2221445
0,-0.2221445
0,-0.534849
1,0.4978762
0,-0.4978762
0,-0.6770429
0,-0.6949006
,
1,0.2431328
0,-0.2431328
1,0.4789193
0,-0.4789193
1,0.4305191
0,-0.4305191
1,0.3491237
0,-0.3491237
0,-0.6704574
1,
1,0.4188487
0,-0.4188487
1,
1,
1,0.4470527
0,-0.4470527
1,
1,0.4207167
0,-0.4207167
0,0.2012596
0,-0.2012596
0,-0.2335687
1,0.0198298
0,-0.0198298
0,-0.1099208
0,
1,0.1109451
0,-0.1109451
0,-0.3748979
1,
1,0.5049181
0,-0.5049181
1,0.4461647
0,-0.4461647
1,
1,0.3482604
0,-0.3482604
1,
1,
0,
1,0.0608937
0,-0.0608937
0,-0.4668106
0,-0.4881268
0,0.1044064
0,-0.1044064
0,-0.5353889
1,0.0761511
0,-0.0761511
0,-0.518229
,0.1543944
,-0.1543944
,-0.5544857
1,0.0097912
0,-0.0097912
0,-0.474939
1,0.1834804
0,-0.1834804
1,0.1436676
0,-0.1436676
0,-0.564546
1,0.093063
0,-0.093063
0,-0.539584
1,0.1426351
0,-0.1426351
1,0.1886308
0,-0.1886308
1,0.2757615
0,-0.2757615
1,0.2905281
0,-0.2905281
1,0.8091927
0,-0.8091927
1,0.4350642
0,-0.4350642
1,
1,0.2190034
0,-0.2190034
0,0.086605
0,-0.086605
1,0.0461422
0,-0.0461422
0,-0.4415933
1,0.1611982
0,-0.1611982
0,-0.3642536
1,0.0414907
0,-0.0414907
0,
1,0.0379607
0,-0.0379607
1,0.1906005
0,-0.1906005
1,0.4839931
0,-0.4839931
1,0.7770886
0,-0.7770886
1,0.4062637
0,-0.4062637
1,0.3106926
0,-0.3106926
1,0.4150576
0,-0.4150576
0,-0.6263341
0,-0.6666395
1,
1,0.43323
0,-0.43323
,
1,0.4355757
0,-0.4355757
0,-0.7124879
1,
1,0.5224961
0,-0.5224961
1,0.5219451
0,-0.5219451
0,-0.7542964
1,
1,0.4656375
0,-0.4656375
0,0.3203654
0,-0.3203654
1,0.0902773
0,-0.0902773
1,0.1477401
0,-0.1477401
1,0.3001963
0,-0.3001963
1,0.496201
0,-0.496201
1,0.2081913
0,-0.2081913
0,0.2659621
0,-0.2659621
0,0.0872892
0,-0.0872892
0,-0.516169
1,0.2127911
0,-0.2127911
0,0.3462309
0,-0.3462309
1,0.2401665
0,-0.2401665
0,-0.3261657
1,0.3193893
0,-0.3193893
0,0.6949958
0,-0.6949958
1,0.0671172
0,-0.0671172
1,
1,0.6823484
0,-0.6823484
0,0.0436215
0,-0.0436215
1,0.1468279
0,-0.1468279
0,-0.4477122
0,-0.4939904
1,0.3970585
0,-0.3970585
1,
,0.4146317
,-0.4146317
1,0.404168
0,-0.404168
0,
1,0.4742759
0,-0.4742759
1,0.9014664
0,-0.9014664
1,0.4235976
0,-0.4235976
1,
1,
1,0.3185741
0,-0.3185741
1,0.123786
0,-0.123786
1,0.2921292
0,-0.2921292
1,0.3141102
0,-0.3141102
0,0.32157
0,-0.32157
1,0.2338755
0,-0.2338755
1,0.2811655
0,-0.2811655
1,
0,0.1348341
0,-0.1348341
0,-0.5093325
1,0.0752339
0,-0.0752339
1,0.0374169
0,-0.0374169
0,-0.4932179
0,-0.5022789
0,0.1565736
0,-0.1565736
0,0.4394049
0,-0.4394049
0,-0.6720372
1,
1,0.3942133
0,-0.3942133
0,0.301171
0,-0.301171
1,0.099916
0,-0.099916
0,0.0312081
1,-0.0312081
0,-0.4845254
1,0.0013054
0,-0.0013054
0,-0.4670559
0,-0.4730859
0,-0.4748591
0,-0.4772957
,0.1218008
,-0.1218008
,-0.5151727
1,0.229529
0,-0.229529
0,-0.5929541
1,0.5841385
0,-0.5841385
1,0.5770732
0,-0.5770732
0,-0.7771313
1,0.5020968
0,-0.5020968
0,-0.739592
1,
1,0.2894209
0,-0.2894209
1,0.5116546
0,-0.5116546
0,
1,0.4316431
0,-0.4316431
1,0.5389509
0,-0.5389509
1,0.489883
0,-0.489883
1,0.250315
0,-0.250315
1,0.4444208
0,-0.4444208
1,0.3549787
0,-0.3549787
0,0.5956349
0,-0.5956349
1,0.5933118
0,-0.5933118
0,-0.7366406
0,-0.7466174
1,0.6968281
0,-0.6968281
1,
1,0.556892
0,-0.556892
1,0.4282932
0,-0.4282932
1,
1,
1,
1,0.3430485
0,-0.3430485
0,-0.5200909
1,0.2889653
0,-0.2889653
1,0.3970883
0,-0.3970883
,0.4130772
,-0.4130772
1,0.2703526
0,-0.2703526
1,0.0207051
0,-0.0207051
1,0.0777471
0,-0.0777471
0,0.0225438
0,-0.0225438
0,-0.5049959
1,0.0638741
0,-0.0638741
1,0.0956955
0,-0.0956955
1,0.3271047
0,-0.3271047
1,0.3150567
0,-0.3150567
0,0.4590847
0,-0.4590847
1,
1,
0,
0,
1,0.773791
0,-0.773791
1,0.8099995
0,-0.8099995
0,-0.8259403
0,0.557501
0,-0.557501
0,-0.6984448
0,-0.7219933
1,0.5375003
0,-0.5375003
0,-0.7009035
1,0.5677911
0,-0.5677911
1,0.4975283
0,-0.4975283
0,0.8382004
0,-0.8382004
1,0.4443586
0,-0.4443586
0,0.6086984
0,-0.6086984
0,0.4963795
0,-0.4963795
0,-0.6720989
1,0.6627715
0,-0.6627715
1,
0,0.6869442
0,-0.6869442
,0.702303
,-0.702303
,-0.7784752
,-0.7926481
0,0.2305246
0,-0.2305246
0,-0.5943431
1,0.1333676
0,-0.1333676
1,0.1676475
0,-0.1676475
0,-0.574576
1,0.1858016
0,-0.1858016
0,-0.5885721
1,0.131641
0,-0.131641
0,0.2218126
0,-0.2218126
1,0.0937709
0,-0.0937709
1,0.1141347
0,-0.1141347
1,
1,0.6569866
0,-0.6569866
0,-0.7527717
1,
0,0.6588635
0,-0.6588635
0,0.3868075
0,-0.3868075
0,-0.3876429
1,0.0209936
0,-0.0209936
0,-0.2902479
0,-0.4175077
1,0.7862607
0,-0.7862607
1,0.4643163
0,-0.4643163
0,-0.642969
0,-0.6751312
1,0.8598807
1,-0.8598807
0,-0.895003
1,
1,0.2973062
0,-0.2973062
0,-0.6249953
1,
1,0.6757184
0,-0.6757184
1,
1,0.4056232
0,-0.4056232
1,0.4782223
0,-0.4782223
0,-0.6306663
0,-0.6604539
1,0.3954955
0,-0.3954955
1,0.4449195
0,-0.4449195
,
1,0.2793257
0,-0.2793257
1,0.3907111
0,-0.3907111
0,0.1626575
0,-0.1626575
0,-0.570505
1,0.0923297
0,-0.0923297
0,-0.5377344
1,0.0132346
0,-0.0132346
1,0.0592762
0,-0.0592762
1,0.0436008
0,-0.0436008
0,0.1644101
0,-0.1644101
1,0.3094326
0,-0.3094326
0,0.2596003
0,-0.2596003
1,0.0219831
0,-0.0219831
1,0.3473771
0,-0.3473771
1,0.1407934
0,-0.1407934
1,
1,0.2830554
0,-0.2830554
1,
1,0.2228957
0,-0.2228957
0,0.212328
0,-0.212328
1,0.3743397
0,-0.3743397
1,0.1141597
0,-0.1141597
1,0.3862925
0,-0.3862925
0,-0.5671233
1,0.3334521
0,-0.3334521
1,0.0681647
0,-0.0681647
1,0.3640812
0,-0.3640812
0,-0.4816026
0,-0.588287
0,-0.6040562
0,0.375203
0,-0.375203
1,0.1261104
0,-0.1261104
0,-0.5075988
,0.4012651
,-0.4012651
1,0.4481776
0,-0.4481776
0,-0.7079242
1,
0,0.6511075
0,-0.6511075
0,-0.817363
1,0.3900713
0,-0.3900713
0,-0.6885259
1,0.5646443
0,-0.5646443
1,0.5062209
0,-0.5062209
1,0.6078898
0,-0.6078898
1,
1,0.2864037
0,-0.2864037
1,
1,0.4956388
0,-0.4956388
1,
1,
1,
1,
0,0.3797801
0,-0.3797801
1,0.8346604
0,-0.8346604
1,
1,
1,
1,
1,0.6163529
0,-0.6163529
0,
1,
1,
1,0.7036877
0,-0.7036877
0,-0.8224004
0,-0.8355199
1,0.6437467
0,-0.6437467
1,
1,0.6496946
0,-0.6496946
1,
1,
1,0.2838896
0,-0.2838896
1,0.1925205
0,-0.1925205
1,0.1000811
0,-0.1000811
1,
0,0.0076351
1,-0.0076351
1,0.0047716
0,-0.0047716
1,0.4957373
0,-0.4957373
1,
1,
1,0.4643451
0,-0.4643451
1,0.3501956
0,-0.3501956
1,0.1312444
0,-0.1312444
1,0.2487337
0,-0.2487337
0,-0.6173269
1,0.2112554
0,-0.2112554
1,0.1599077
0,-0.1599077
0,0.1124658
0,-0.1124658
1,0.0701195
0,-0.0701195
1,0.1706885
0,-0.1706885
1,0.2715498
0,-0.2715498
1,0.227456
0,-0.227456
1,0.2905151
0,-0.2905151
0,-0.6387739
1,0.26652
0,-0.26652
0,-0.6284095
1,0.24017
0,-0.24017
1,0.2476834
0,-0.2476834
1,0.2208299
0,-0.2208299
1,0.2062254
0,-0.2062254
1,0.1949903
0,-0.1949903
1,0.1159028
0,-0.1159028
0,-0.5489966
1,0.150388
0,-0.150388
1,0.2033179
0,-0.2033179
1,0.004348
0,-0.004348
1,0.1480352
0,-0.1480352
1,0.174069
0,-0.174069
0,-0.5794039
0,0.1309141
0,-0.1309141
0,0.0626492
1,-0.0626492
0,0.0269937
1,-0.0269937
1,0.1246269
0,-0.1246269
1,0.267399
0,-0.267399
1,0.3483167
0,-0.3483167
0,0.458243
0,-0.458243
0,0.0426615
0,-0.0426615
1,0.3769306
0,-0.3769306
0,-0.6656168
0,-0.679225
1,0.2511632
0,-0.2511632
0,-0.5986609
1,0.2158754
0,-0.2158754
0,0.1036973
1,-0.1036973
0,-0.5436745
1,0.1782903
0,-0.1782903
0,-0.5761223
0,-0.5807633
0,0.1270812
0,-0.1270812
0,0.2062767
0,-0.2062767
0,0.104883
0,-0.104883
1,0.1070005
0,-0.1070005
0,-0.5096312
0,-0.5178289
0,-0.523852
0,0.3689302
0,-0.3689302
0,-0.6278768
0,-0.6323078
0,-0.6524333
1,0.0342399
0,-0.0342399
0,-0.4675838
,0.3370206
,-0.3370206
1,0.2971623
0,-0.2971623
1,0.15651
0,-0.15651
0,-0.5664415
1,0.2891878
0,-0.2891878
0,0.3295415
0,-0.3295415
1,0.2084098
0,-0.2084098
1,0.3194398
0,-0.3194398
1,0.1710547
0,-0.1710547
0,-0.5801708
0,0.2061065
0,-0.2061065
1,0.1495839
0,-0.1495839
1,0.0023828
0,-0.0023828
1,0.3362584
0,-0.3362584
0,-0.6661623
1,0.4228549
0,-0.4228549
1,0.392568
0,-0.392568
1,0.3522997
0,-0.3522997
1,0.2846156
0,-0.2846156
1,0.2106681
0,-0.2106681
0,0.3625726
0,-0.3625726
1,0.2827787
0,-0.2827787
1,0.4168487
0,-0.4168487
0,0.5444911
0,-0.5444911
0,-0.762437
0,0.4844356
0,-0.4844356
0,0.142574
0,-0.142574
0,-0.5609443
1,0.0537754
0,-0.0537754
0,0.2595261
0,-0.2595261
0,-0.5933286
0,-0.6141841
1,0.0549473
0,-0.0549473
0,-0.4959678
0,-0.5068793
1,0.0704308
0,-0.0704308
0,-0.4612513
0,-0.4901381
,0.0838402
,-0.0838402
,-0.5108776
1,0.140519
0,-0.140519
0,-0.5600775
1,0.2403592
0,-0.2403592
1,0.2630243
0,-0.2630243
1,0.0983759
0,-0.0983759
1,0.1825566
0,-0.1825566
1,0.1154134
0,-0.1154134
0,0.2570481
0,-0.2570481
1,0.3246202
0,-0.3246202
1,0.1352963
0,-0.1352963
1,0.3250819
0,-0.3250819
0,0.1356955
0,-0.1356955
0,-0.5621129
1,0.2191368
0,-0.2191368
0,-0.5933539
0,-0.6024458
1,0.2353643
0,-0.2353643
0,-0.5930269
0,0.2852579
0,-0.2852579
1,0.4584441
0,-0.4584441
0,0.2598582
0,-0.2598582
0,-0.6118972
0,0.2248447
0,-0.2248447
1,0.3522508
0,-0.3522508
1,0.2248222
0,-0.2248222
0,-0.5971985
1,0.370892
0,-0.370892
0,0.1542307
0,-0.1542307
1,0.1126567
0,-0.1126567
1,0.1032043
0,-0.1032043
0,0.4528335
0,-0.4528335
0,-0.6696413
0,-0.6799921
1,0.0829591
0,-0.0829591
1,0.4137495
0,-0.4137495
0,-0.6843039
0,-0.6861793
0,-0.6867949
,0.3912796
,-0.3912796
,-0.6236073
,-0.6582137
1,0.0520886
0,-0.0520886
1,0.1931162
0,-0.1931162
1,0.2156002
0,-0.2156002
1,0.0684986
0,-0.0684986
1,0.2101772
0,-0.2101772
1,0.044184
0,-0.044184
1,0.2669956
0,-0.2669956
0,-0.6319787
1,0.4074924
0,-0.4074924
1,0.4359796
0,-0.4359796
1,0.6269984
0,-0.6269984
0,0.2932453
0,-0.2932453
1,0.2248477
0,-0.2248477
1,0.3253894
0,-0.3253894
0,-0.6584728
0,0.2627469
0,-0.2627469
1,0.5645037
0,-0.5645037
1,0.5399134
0,-0.5399134
0,-0.7549428
0,0.0522026
1,-0.0522026
1,0.1061737
0,-0.1061737
1,0.1127587
0,-0.1127587
1,0.3548429
0,-0.3548429
1,0.4362764
0,-0.4362764
0,0.442465
0,-0.442465
1,0.1842782
0,-0.1842782
1,0.4620645
0,-0.4620645
0,-0.6738074
0,-0.6907584
0,0.3597073
0,-0.3597073
1,0.3275263
0,-0.3275263
0,-0.6276544
0,-0.6327543
0,-0.6354887
,0.4724936
,-0.4724936
,-0.6887324
0,0.853124
0,-0.853124
0,-0.8549469
0,-0.8613585
0,0.0371405
1,-0.0371405
0,-0.2234305
0,-0.3994048
0,-0.4062986
0,-0.4079033
1,0.1656798
0,-0.1656798
0,-0.5327537
0,-0.553593
1,0.2865377
0,-0.2865377
0,0.2159254
0,-0.2159254
1,0.4789242
0,-0.4789242
0,-0.7248542
1,0.435678
0,-0.435678
1,0.2275209
0,-0.2275209
0,0.3425741
0,-0.3425741
0,0.029307
0,-0.029307
1,0.1433235
0,-0.1433235
1,0.1342074
0,-0.1342074
1,0.1288446
0,-0.1288446
1,0.3127597
0,-0.3127597
1,
0,0.3893573
0,-0.3893573
0,-0.652246
0,0.3003559
0,-0.3003559
1,0.1293375
0,-0.1293375
0,-0.4585984
1,0.3479693
0,-0.3479693
1,0.5602013
0,-0.5602013
0,-0.6990724
1,0.6622821
0,-0.6622821
0,-0.7139425
1,0.4644083
0,-0.4644083
0,-0.6595277
0,-0.6816482
0,-0.6881406
1,0.3880442
0,-0.3880442
0,-0.6137972
0,-0.6337206
0,-0.6405595
1,0.2696773
0,-0.2696773
0,-0.4995163
0,-0.5657379
0,-0.5661327
0,-0.5714677
1,0.0330531
0,-0.0330531
0,-0.4856331
0,-0.4870492
0,-0.4925951
1,0.2266846
0,-0.2266846
0,-0.4594003
0,-0.5425026
0,-0.5453649
0,-0.5477828
0,-0.549898
,0.3056126
,-0.3056126
,-0.6187325
,-0.6248342
,-0.6250948
1,0.3271024
0,-0.3271024
0,-0.6575888
1,0.3503328
0,-0.3503328
0,0.3282215
0,-0.3282215
0,-0.6377259
1,0.1279602
0,-0.1279602
1,0.0157825
0,-0.0157825
0,-0.5032768
0,-0.5054044
0,0.1330871
0,-0.1330871
0,0.0385554
0,-0.0385554
0,0.098214
0,-0.098214
0,0.03913
1,-0.03913
1,0.0045652
0,-0.0045652
1,0.009714
0,-0.009714
1,0.0601998
0,-0.0601998
0,-0.5275959
0,0.131395
0,-0.131395
0,-0.5651237
1,0.1154495
0,-0.1154495
0,0.1734588
0,-0.1734588
1,0.0916707
0,-0.0916707
0,-0.5200202
1,0.2568375
0,-0.2568375
0,-0.6203957
0,-0.6241859
0,0.1892121
0,-0.1892121
0,-0.5774163
0,-0.5774724
0,-0.5829051
0,-0.584271
1,0.0383894
0,-0.0383894
0,-0.5113478
0,-0.513643
0,-0.5136476
0,-0.5145229
1,0.1702524
0,-0.1702524
0,-0.5754731
0,0.2429413
0,-0.2429413
0,-0.6110401
1,0.0605113
0,-0.0605113
0,-0.5180364
0,-0.5201527
0,-0.5209663
1,0.1704429
0,-0.1704429
0,-0.5834067
1,0.1289674
0,-0.1289674
0,-0.5337312
1,0.441787
0,-0.441787
0,-0.6875564
0,-0.7001815
1,0.4209369
0,-0.4209369
0,-0.6804944
0,-0.6842084
0,-0.6917862
,0.3454608
,-0.3454608
,-0.6503183
,-0.6589153
1,0.2703026
0,-0.2703026
1,0.0724699
0,-0.0724699
0,-0.5209051
0,-0.5265071
1,0.1349088
0,-0.1349088
0,0.1032512
0,-0.1032512
0,-0.5479359
1,0.0883634
0,-0.0883634
0,-0.5420213
0,0.1681314
0,-0.1681314
0,-0.5810968
1,0.0095138
0,-0.0095138
0,-0.4995423
0,-0.5012432
1,0.1535785
0,-0.1535785
0,-0.5743011
1,0.1780771
0,-0.1780771
0,-0.5860745
1,0.1250955
0,-0.1250955
0,-0.560385
1,0.0510018
0,-0.0510018
0,-0.499116
0,-0.5065718
0,-0.5120188
0,-0.5120715
1,0.1707538
0,-0.1707538
0,-0.5743352
0,-0.5757548
1,0.2278488
0,-0.2278488
0,-0.6088788
0,0.0546052
1,-0.0546052
0,-0.5227334
0,-0.5235558
0,-0.5237386
1,0.1900718
0,-0.1900718
0,-0.5516701
0,-0.5692613
0,-0.5699163
0,-0.5722229
0,-0.5728493
0,-0.5739457
1,0.4118103
0,-0.4118103
0,-0.6968979
0,-0.69698
0,-0.6993248
1,0.5930474
0,-0.5930474
0,-0.7889912
1,0.5476753
0,-0.5476753
0,-0.7602262
0,-0.7617776
0,-0.7659946
1,0.4709956
0,-0.4709956
0,-0.7295133
0,-0.7306135
1,0.4408132
0,-0.4408132
0,-0.7148377
1,0.5203919
